DEBUG:root:Time[0.00000 ms]: Job[ 0], ARRIVE, vgg16-2
DEBUG:root:Time[9026.49537 ms]: Job[21], START, G26-G27
DEBUG:root:Time[9204.92029 ms]: Job[22], ARRIVE, gpt-4
DEBUG:root:Time[9204.92029 ms]: Job[22], START, G4-G5-G6-G7
DEBUG:root:Time[9585.14966 ms]: Job[17], END, 1780.3452380950557
DEBUG:root:Time[9794.49286 ms]: Job[23], ARRIVE, gpt-4
DEBUG:root:Time[9794.49286 ms]: Job[23], START, G52-G53-G54-G55
DEBUG:root:Time[10139.68787 ms]: Job[15], END, 3805.0619883041145
DEBUG:root:Time[10337.76102 ms]: Job[14], END, 4455.84327485381
DEBUG:root:Time[10511.93399 ms]: Job[18], END, 2464.007953216422
DEBUG:root:Time[10754.96460 ms]: Job[16], END, 4247.599668616017
DEBUG:root:Time[10827.45856 ms]: Job[24], ARRIVE, gpt-4
DEBUG:root:Time[10827.45856 ms]: Job[24], START, G12-G13-G14-G15
DEBUG:root:Time[10903.47198 ms]: Job[25], ARRIVE, vgg16-4
DEBUG:root:Time[10903.47198 ms]: Job[25], START, G20-G21-G22-G23
DEBUG:root:Time[11107.90691 ms]: Job[26], ARRIVE, gpt-4
DEBUG:root:Time[11107.90691 ms]: Job[26], START, G48-G49-G50-G51
DEBUG:root:Time[11121.92805 ms]: Job[27], ARRIVE, mobilenet-2
DEBUG:root:Time[11121.92805 ms]: Job[27], START, G16-G17
DEBUG:root:Time[11138.44150 ms]: Job[ 1], END, 10714.245730994164
DEBUG:root:Time[11168.03118 ms]: Job[ 7], END, 8848.801111111108
DEBUG:root:Time[11489.93876 ms]: Job[20], END, 2779.3474853801363
DEBUG:root:Time[11808.67695 ms]: Job[28], ARRIVE, mobilenet-1
DEBUG:root:Time[11808.67695 ms]: Job[28], START, G8
DEBUG:root:Time[12231.14772 ms]: Job[ 5], END, 10714.245730994176
DEBUG:root:Time[12357.01059 ms]: Job[29], ARRIVE, gpt-4
DEBUG:root:Time[12357.01059 ms]: Job[29], START, G0-G1-G2-G3
DEBUG:root:Time[12773.01577 ms]: Job[27], END, 1651.0877192980897
DEBUG:root:Time[13024.12695 ms]: Job[28], END, 1215.4500000000007
DEBUG:root:Time[13484.96013 ms]: Job[30], ARRIVE, mobilenet-1
DEBUG:root:Time[13484.96013 ms]: Job[30], START, G8
DEBUG:root:Time[13714.91571 ms]: Job[31], ARRIVE, mobilenet-4
DEBUG:root:Time[13714.91571 ms]: Job[31], START, G16-G17-G18-G19
DEBUG:root:Time[13873.01831 ms]: Job[29], END, 1516.0077192982535
DEBUG:root:Time[14122.46506 ms]: Job[19], END, 5463.474269005981
DEBUG:root:Time[14569.48142 ms]: Job[31], END, 854.5657142855944
DEBUG:root:Time[14821.33163 ms]: Job[32], ARRIVE, gpt-4
DEBUG:root:Time[14821.33163 ms]: Job[32], START, G60-G61-G62-G63
DEBUG:root:Time[15052.68072 ms]: Job[33], ARRIVE, gpt-4
DEBUG:root:Time[15052.68072 ms]: Job[33], START, G0-G1-G2-G3
DEBUG:root:Time[15160.31013 ms]: Job[30], END, 1675.3500000000004
DEBUG:root:Time[15166.68762 ms]: Job[34], ARRIVE, gpt-2
DEBUG:root:Time[15166.68762 ms]: Job[34], START, G16-G17
DEBUG:root:Time[15802.51724 ms]: Job[21], END, 6776.021871345154
DEBUG:root:Time[16386.15353 ms]: Job[24], END, 5558.694970760269
DEBUG:root:Time[16564.73814 ms]: Job[35], ARRIVE, gpt-4
DEBUG:root:Time[16564.73814 ms]: Job[35], START, G8-G9-G10-G11
DEBUG:root:Time[16634.10802 ms]: Job[36], ARRIVE, resnet50-1
DEBUG:root:Time[16634.10802 ms]: Job[36], START, G12
DEBUG:root:Time[16939.03614 ms]: Job[23], END, 7144.543274853973
DEBUG:root:Time[16957.58739 ms]: Job[37], ARRIVE, gpt-2
DEBUG:root:Time[16957.58739 ms]: Job[37], START, G18-G19
DEBUG:root:Time[17364.65888 ms]: Job[38], ARRIVE, mobilenet-1
DEBUG:root:Time[17364.65888 ms]: Job[38], START, G13
DEBUG:root:Time[17397.61236 ms]: Job[39], ARRIVE, vgg16-2
DEBUG:root:Time[17397.61236 ms]: Job[39], START, G24-G25
DEBUG:root:Time[17600.67912 ms]: Job[32], END, 2779.3474853801254
DEBUG:root:Time[18064.59802 ms]: Job[36], END, 1430.4900000000016
DEBUG:root:Time[18159.57709 ms]: Job[40], ARRIVE, gpt-2
DEBUG:root:Time[18159.57709 ms]: Job[40], START, G26-G27
DEBUG:root:Time[18580.10888 ms]: Job[38], END, 1215.4500000000007
DEBUG:root:Time[18821.93425 ms]: Job[41], ARRIVE, mobilenet-4
DEBUG:root:Time[18821.93425 ms]: Job[41], START, G52-G53-G54-G55
DEBUG:root:Time[19004.43270 ms]: Job[42], ARRIVE, vgg16-1
DEBUG:root:Time[19004.43270 ms]: Job[42], START, G12
DEBUG:root:Time[19022.87086 ms]: Job[43], ARRIVE, resnet50-1
DEBUG:root:Time[19022.87086 ms]: Job[43], START, G13
DEBUG:root:Time[19170.70055 ms]: Job[34], END, 4004.0129239766793
DEBUG:root:Time[19213.96683 ms]: Job[44], ARRIVE, resnet50-1
DEBUG:root:Time[19213.96683 ms]: Job[44], START, G14
DEBUG:root:Time[19373.95690 ms]: Job[45], ARRIVE, mobilenet-4
DEBUG:root:Time[19373.95690 ms]: Job[45], START, G60-G61-G62-G63
DEBUG:root:Time[19421.59534 ms]: Job[37], END, 2464.0079532164164
DEBUG:root:Time[19569.05464 ms]: Job[46], ARRIVE, vgg16-2
DEBUG:root:Time[19569.05464 ms]: Job[46], START, G16-G17
DEBUG:root:Time[19714.19270 ms]: Job[42], END, 709.7599999999984
DEBUG:root:Time[20032.56901 ms]: Job[41], END, 1210.6347619050175
DEBUG:root:Time[20174.24086 ms]: Job[43], END, 1151.369999999999
DEBUG:root:Time[20353.78644 ms]: Job[26], END, 9245.879532163963
DEBUG:root:Time[20647.35198 ms]: Job[25], END, 9743.880000000043
DEBUG:root:Time[20784.01683 ms]: Job[44], END, 1570.0499999999993
DEBUG:root:Time[20905.05380 ms]: Job[45], END, 1531.0969047622202
DEBUG:root:Time[21156.55991 ms]: Job[47], ARRIVE, gpt-4
DEBUG:root:Time[21156.55991 ms]: Job[47], START, G48-G49-G50-G51
DEBUG:root:Time[21657.25665 ms]: Job[10], END, 18131.800467836227
DEBUG:root:Time[21716.24794 ms]: Job[48], ARRIVE, resnet50-4
DEBUG:root:Time[21716.24794 ms]: Job[48], START, G52-G53-G54-G55
DEBUG:root:Time[21777.64388 ms]: Job[49], ARRIVE, mobilenet-1
DEBUG:root:Time[21777.64388 ms]: Job[49], START, G12
DEBUG:root:Time[22028.21241 ms]: Job[35], END, 5463.474269005979
DEBUG:root:Time[22099.80863 ms]: Job[50], ARRIVE, resnet50-2
DEBUG:root:Time[22099.80863 ms]: Job[50], START, G18-G19
DEBUG:root:Time[22197.22399 ms]: Job[33], END, 7144.543274853973
DEBUG:root:Time[22839.81879 ms]: Job[51], ARRIVE, gpt-2
DEBUG:root:Time[22839.81879 ms]: Job[51], START, G20-G21
DEBUG:root:Time[22927.39388 ms]: Job[49], END, 1149.75
DEBUG:root:Time[23349.31294 ms]: Job[39], END, 5951.700584795468
DEBUG:root:Time[23728.84191 ms]: Job[48], END, 2012.593968253892
DEBUG:root:Time[23861.43962 ms]: Job[50], END, 1761.6309941518593
DEBUG:root:Time[23935.85574 ms]: Job[52], ARRIVE, vgg16-2
DEBUG:root:Time[23935.85574 ms]: Job[52], START, G18-G19
DEBUG:root:Time[23952.10851 ms]: Job[53], ARRIVE, vgg16-1
DEBUG:root:Time[23952.10851 ms]: Job[53], START, G0
DEBUG:root:Time[24056.72758 ms]: Job[54], ARRIVE, gpt-4
DEBUG:root:Time[24056.72758 ms]: Job[54], START, G52-G53-G54-G55
DEBUG:root:Time[24376.22248 ms]: Job[55], ARRIVE, mobilenet-1
DEBUG:root:Time[24376.22248 ms]: Job[55], START, G1
DEBUG:root:Time[24518.69793 ms]: Job[47], END, 3362.138011695988
DEBUG:root:Time[24926.46386 ms]: Job[56], ARRIVE, vgg16-4
DEBUG:root:Time[24926.46386 ms]: Job[56], START, G48-G49-G50-G51
DEBUG:root:Time[24950.20851 ms]: Job[53], END, 998.0999999999985
DEBUG:root:Time[25279.84325 ms]: Job[57], ARRIVE, gpt-2
DEBUG:root:Time[25279.84325 ms]: Job[57], START, G22-G23
DEBUG:root:Time[25308.01543 ms]: Job[58], ARRIVE, gpt-4
DEBUG:root:Time[25308.01543 ms]: Job[58], START, G56-G57-G58-G59
DEBUG:root:Time[25328.87248 ms]: Job[55], END, 952.6500000000015
DEBUG:root:Time[25513.42024 ms]: Job[59], ARRIVE, mobilenet-4
DEBUG:root:Time[25513.42024 ms]: Job[59], START, G60-G61-G62-G63
DEBUG:root:Time[25691.70292 ms]: Job[40], END, 7532.12582846003
DEBUG:root:Time[26937.69643 ms]: Job[59], END, 1424.2761904764884
DEBUG:root:Time[27069.32997 ms]: Job[60], ARRIVE, gpt-2
DEBUG:root:Time[27069.32997 ms]: Job[60], START, G24-G25
DEBUG:root:Time[27205.04220 ms]: Job[57], END, 1925.1989473684407
DEBUG:root:Time[27336.72076 ms]: Job[22], END, 18131.80046783618
DEBUG:root:Time[28087.36291 ms]: Job[58], END, 2779.3474853801235
DEBUG:root:Time[28211.33314 ms]: Job[61], ARRIVE, gpt-2
DEBUG:root:Time[28211.33314 ms]: Job[61], START, G22-G23
DEBUG:root:Time[28313.09514 ms]: Job[62], ARRIVE, gpt-4
DEBUG:root:Time[28313.09514 ms]: Job[62], START, G56-G57-G58-G59
DEBUG:root:Time[28515.86444 ms]: Job[63], ARRIVE, gpt-4
DEBUG:root:Time[28515.86444 ms]: Job[63], START, G60-G61-G62-G63
DEBUG:root:Time[28917.33593 ms]: Job[60], END, 1848.0059649123104
DEBUG:root:Time[29361.16692 ms]: Job[46], END, 9792.112280701971
DEBUG:root:Time[30039.99991 ms]: Job[64], ARRIVE, gpt-2
DEBUG:root:Time[30039.99991 ms]: Job[64], START, G16-G17
DEBUG:root:Time[31092.44263 ms]: Job[62], END, 2779.34748538012
DEBUG:root:Time[31700.55265 ms]: Job[61], END, 3489.219512670599
DEBUG:root:Time[32044.52246 ms]: Job[65], ARRIVE, gpt-4
DEBUG:root:Time[32044.52246 ms]: Job[65], START, G56-G57-G58-G59
DEBUG:root:Time[32067.13060 ms]: Job[52], END, 8131.274853801362
DEBUG:root:Time[32389.54365 ms]: Job[66], ARRIVE, gpt-2
DEBUG:root:Time[32389.54365 ms]: Job[66], START, G18-G19
DEBUG:root:Time[32783.57296 ms]: Job[51], END, 9943.754171539953
DEBUG:root:Time[33302.60711 ms]: Job[54], END, 9245.879532163963
DEBUG:root:Time[34065.86609 ms]: Job[65], END, 2021.3436257310022
DEBUG:root:Time[34074.55941 ms]: Job[63], END, 5558.6949707602325
DEBUG:root:Time[34295.11448 ms]: Job[67], ARRIVE, vgg16-1
DEBUG:root:Time[34295.11448 ms]: Job[67], START, G0
DEBUG:root:Time[34578.80185 ms]: Job[68], ARRIVE, mobilenet-2
DEBUG:root:Time[34578.80185 ms]: Job[68], START, G20-G21
DEBUG:root:Time[34845.38786 ms]: Job[69], ARRIVE, vgg16-4
DEBUG:root:Time[34845.38786 ms]: Job[69], START, G52-G53-G54-G55
DEBUG:root:Time[34945.84633 ms]: Job[70], ARRIVE, gpt-2
DEBUG:root:Time[34945.84633 ms]: Job[70], START, G22-G23
DEBUG:root:Time[35492.83448 ms]: Job[67], END, 1197.7200000000012
DEBUG:root:Time[36277.07787 ms]: Job[68], END, 1698.2760233918161
DEBUG:root:Time[36285.52118 ms]: Job[71], ARRIVE, resnet50-1
DEBUG:root:Time[36285.52118 ms]: Job[71], START, G0
DEBUG:root:Time[36350.12100 ms]: Job[72], ARRIVE, gpt-2
DEBUG:root:Time[36350.12100 ms]: Job[72], START, G20-G21
DEBUG:root:Time[36410.32244 ms]: Job[56], END, 11483.858571428707
DEBUG:root:Time[36685.80886 ms]: Job[73], ARRIVE, mobilenet-2
DEBUG:root:Time[36685.80886 ms]: Job[73], START, G24-G25
DEBUG:root:Time[36807.57550 ms]: Job[70], END, 1861.7291617934534
DEBUG:root:Time[37109.35511 ms]: Job[64], END, 7069.355204678446
DEBUG:root:Time[37448.67750 ms]: Job[74], ARRIVE, gpt-4
DEBUG:root:Time[37448.67750 ms]: Job[74], START, G48-G49-G50-G51
DEBUG:root:Time[37561.27799 ms]: Job[75], ARRIVE, mobilenet-2
DEBUG:root:Time[37561.27799 ms]: Job[75], START, G16-G17
DEBUG:root:Time[37797.25278 ms]: Job[76], ARRIVE, mobilenet-2
DEBUG:root:Time[37797.25278 ms]: Job[76], START, G22-G23
DEBUG:root:Time[38030.02118 ms]: Job[71], END, 1744.5
DEBUG:root:Time[38268.10126 ms]: Job[73], END, 1582.292397660829
DEBUG:root:Time[38826.13675 ms]: Job[72], END, 2476.015750487277
DEBUG:root:Time[39166.73062 ms]: Job[75], END, 1605.4526315792027
DEBUG:root:Time[39252.82658 ms]: Job[76], END, 1455.573801169572
DEBUG:root:Time[40139.48940 ms]: Job[66], END, 7749.9457504873135
DEBUG:root:Time[40354.29903 ms]: Job[77], ARRIVE, gpt-4
DEBUG:root:Time[40354.29903 ms]: Job[77], START, G56-G57-G58-G59
DEBUG:root:Time[40819.51193 ms]: Job[78], ARRIVE, gpt-2
DEBUG:root:Time[40819.51193 ms]: Job[78], START, G16-G17
DEBUG:root:Time[40835.93905 ms]: Job[79], ARRIVE, vgg16-2
DEBUG:root:Time[40835.93905 ms]: Job[79], START, G18-G19
DEBUG:root:Time[42912.15177 ms]: Job[74], END, 5463.47426900595
DEBUG:root:Time[45299.33552 ms]: Job[77], END, 4945.036491227991
DEBUG:root:Time[45633.25500 ms]: Job[69], END, 10787.867142857256
DEBUG:root:Time[46328.27737 ms]: Job[78], END, 5508.765438596536
DEBUG:root:Time[48527.79870 ms]: Job[79], END, 7691.859649123682
