0,754.67,inf,0.80
1,622.54,inf,0.80
2,666.58,inf,0.80
3,820.73,inf,0.80
4,798.71,inf,0.80
5,710.63,inf,0.80
6,600.52,inf,0.80
7,776.69,inf,0.80
8,732.65,inf,0.80
9,798.71,inf,0.80
10,798.71,inf,0.80
11,710.63,inf,0.80
12,798.71,inf,0.80
13,754.67,inf,0.80
14,710.63,inf,0.80
15,710.63,inf,0.80
16,776.69,inf,0.80
17,820.73,inf,0.80
18,688.61,inf,0.80
19,710.63,inf,0.80
20,820.73,inf,0.80
21,732.65,inf,0.80
22,798.71,inf,0.80
23,732.65,inf,0.80
24,754.67,inf,0.80
25,776.69,inf,0.80
26,754.67,inf,0.80
