0,459.16,0.37,1.49
1,436.76,0.37,1.49
2,380.78,0.37,1.49
3,447.96,0.37,1.49
4,391.98,0.37,1.49
5,369.59,0.37,1.49
6,459.16,0.37,1.49
7,503.94,0.37,1.49
8,403.18,0.37,1.49
9,403.18,0.37,1.49
10,470.35,0.37,1.49
11,492.74,0.37,1.49
12,358.39,0.37,1.49
13,425.57,0.37,1.49
14,470.35,0.37,1.49
15,459.16,0.37,1.49
16,391.98,0.37,1.49
17,414.37,0.37,1.49
18,459.16,0.37,1.49
19,391.98,0.37,1.49
20,358.39,0.37,1.49
21,459.16,0.37,1.49
22,503.94,0.37,1.49
23,425.57,0.37,1.49
24,358.39,0.37,1.49
25,503.94,0.37,1.49
26,302.41,0.37,1.49
27,280.02,0.37,1.49
28,459.16,0.37,1.49
29,347.20,0.37,1.49
30,257.63,0.37,1.49
31,302.41,0.37,1.49
32,380.78,0.37,1.49
33,235.24,0.37,1.49
34,246.43,0.37,1.49
35,324.80,0.37,1.49
36,336.00,0.37,1.49
37,280.02,0.37,1.49
38,347.20,0.37,1.49
39,235.24,0.37,1.49
40,391.98,0.37,1.49
41,224.04,0.37,1.49
42,336.00,0.37,1.49
43,336.00,0.37,1.49
44,246.43,0.37,1.49
45,324.80,0.37,1.49
46,201.65,0.37,1.49
47,313.61,0.37,1.49
48,257.63,0.37,1.49
49,201.65,0.37,1.49
50,369.59,0.37,1.49
51,201.65,0.37,1.49
52,246.43,0.37,1.49
53,436.76,0.37,1.49
54,224.04,0.37,1.49
55,257.63,0.37,1.49
56,459.16,0.37,1.49
57,246.43,0.37,1.49
58,246.43,0.37,1.49
59,425.57,0.37,1.49
60,257.63,0.37,1.49
61,380.78,0.37,1.49
62,347.20,0.37,1.49
63,246.43,0.37,1.49
64,336.00,0.37,1.49
65,268.82,0.37,1.49
66,224.04,0.37,1.49
67,336.00,0.37,1.49
68,280.02,0.37,1.49
69,212.84,0.37,1.49
70,403.18,0.37,1.49
71,212.84,0.37,1.49
72,391.98,0.37,1.49
73,403.18,0.37,1.49
74,201.65,0.37,1.49
75,481.55,0.37,1.49
76,257.63,0.37,1.49
77,212.84,0.37,1.49
78,459.16,0.37,1.49
79,257.63,0.37,1.49
80,212.84,0.37,1.49
81,436.76,0.37,1.49
82,302.41,0.37,1.49
83,212.84,0.37,1.49
84,425.57,0.37,1.49
85,324.80,0.37,1.49
86,291.22,0.37,1.49
87,391.98,0.37,1.49
88,313.61,0.37,1.49
89,414.37,0.37,1.49
90,391.98,0.37,1.49
91,246.43,0.37,1.49
92,425.57,0.37,1.49
93,380.78,0.37,1.49
94,280.02,0.37,1.49
95,436.76,0.37,1.49
96,302.41,0.37,1.49
97,302.41,0.37,1.49
98,459.16,0.37,1.49
99,246.43,0.37,1.49
100,246.43,0.37,1.49
101,481.55,0.37,1.49
