0,245.31
1,257.33
2,269.36
3,257.33
4,233.28
5,251.32
6,281.38
7,197.21
8,149.11
9,107.03
10,179.18
11,185.19
12,185.19
13,185.19
14,185.19
15,329.48
16,359.54
17,359.54
18,359.54
19,359.54
20,359.54
21,359.54
22,359.54
23,359.54
24,359.54
25,359.54
26,359.54
27,353.52
28,359.54
29,299.42
30,257.33
31,341.50
32,347.51
33,353.52
34,347.51
35,353.52
36,353.52
37,347.51
38,353.52
39,353.52
40,347.51
41,353.52
42,353.52
43,347.51
44,347.51
45,251.32
46,263.34
47,317.45
48,317.45
49,299.42
50,335.49
51,293.40
52,347.51
53,281.38
54,359.54
55,269.36
56,365.55
57,287.39
58,347.51
59,257.33
60,221.26
61,203.22
62,359.54
63,287.39
64,347.51
65,311.44
66,317.45
67,323.46
68,305.43
69,335.49
70,293.40
71,347.51
72,281.38
73,359.54
74,281.38
75,293.40
76,173.16
77,311.44
78,281.38
79,359.54
80,275.37
81,359.54
82,293.40
83,341.50
84,311.44
85,353.52
