0,3741.17
1,3561.98
2,3800.90
3,3561.98
4,3561.98
5,3621.71
6,3800.90
7,3621.71
8,3621.71
9,3681.44
10,3800.90
11,3860.63
12,3621.71
13,3621.71
14,3741.17
15,3800.90
16,3681.44
17,3621.71
18,3800.90
19,3800.90
20,3561.98
21,3800.90
22,3621.71
23,3800.90
24,3621.71
25,3621.71
26,3681.44
27,3800.90
28,3561.98
29,3621.71
30,3681.44
31,3800.90
32,3681.44
33,3621.71
34,3561.98
35,3860.63
36,3800.90
37,3621.71
38,3681.44
39,2904.94
40,3024.40
41,2725.75
42,2427.10
43,2785.48
44,2785.48
45,2008.98
46,2904.94
47,2546.56
48,2367.37
49,2904.94
50,2546.56
51,2546.56
52,2845.21
