0,3289.31,inf,4.71
1,2967.19,inf,4.71
2,3020.88,inf,4.71
3,3289.31,inf,4.71
4,2967.19,inf,4.71
5,2859.82,inf,4.71
6,3343.00,inf,4.71
7,3074.56,inf,4.71
8,3020.88,inf,4.71
9,3343.00,inf,4.71
10,3074.56,inf,4.71
11,3128.25,inf,4.71
12,3235.62,inf,4.71
13,3289.31,inf,4.71
14,3128.25,inf,4.71
15,3181.94,inf,4.71
16,3343.00,inf,4.71
17,2913.50,inf,4.71
18,3074.56,inf,4.71
19,3343.00,inf,4.71
20,2859.82,inf,4.71
21,3128.25,inf,4.71
22,3289.31,inf,4.71
23,2967.19,inf,4.71
24,3235.62,inf,4.71
25,2537.69,inf,4.71
26,2752.44,inf,4.71
27,3235.62,inf,4.71
28,3396.69,inf,4.71
29,3020.88,inf,4.71
30,2806.13,inf,4.71
31,2591.38,inf,4.71
32,1571.33,inf,4.71
33,2215.57,inf,4.71
34,2161.89,inf,4.71
35,2269.26,inf,4.71
36,1893.45,inf,4.71
37,1141.83,inf,4.71
38,1947.14,inf,4.71
39,1141.83,inf,4.71
40,1141.83,inf,4.71
41,1732.39,inf,4.71
42,1356.58,inf,4.71
43,1141.83,inf,4.71
