0,371.56,inf,8.74
1,371.56,inf,8.74
2,371.56,inf,8.74
3,371.56,inf,8.74
4,293.40,inf,8.74
5,359.54,inf,8.74
6,347.51,inf,8.74
7,317.45,inf,8.74
8,329.48,inf,8.74
9,365.55,inf,8.74
10,365.55,inf,8.74
11,365.55,inf,8.74
12,365.55,inf,8.74
13,365.55,inf,8.74
14,347.51,inf,8.74
15,287.39,inf,8.74
16,359.54,inf,8.74
17,287.39,inf,8.74
18,359.54,inf,8.74
19,365.55,inf,8.74
20,365.55,inf,8.74
21,365.55,inf,8.74
22,365.55,inf,8.74
23,365.55,inf,8.74
24,347.51,inf,8.74
25,329.48,inf,8.74
26,329.48,inf,8.74
27,329.48,inf,8.74
28,323.46,inf,8.74
29,359.54,inf,8.74
30,365.55,inf,8.74
31,365.55,inf,8.74
32,365.55,inf,8.74
33,365.55,inf,8.74
34,353.52,inf,8.74
35,347.51,inf,8.74
36,347.51,inf,8.74
37,353.52,inf,8.74
38,353.52,inf,8.74
39,365.55,inf,8.74
40,365.55,inf,8.74
41,365.55,inf,8.74
42,365.55,inf,8.74
43,365.55,inf,8.74
44,347.51,inf,8.74
45,347.51,inf,8.74
46,353.52,inf,8.74
47,353.52,inf,8.74
48,353.52,inf,8.74
49,365.55,inf,8.74
50,365.55,inf,8.74
51,365.55,inf,8.74
52,365.55,inf,8.74
53,365.55,inf,8.74
54,353.52,inf,8.74
55,359.54,inf,8.74
56,359.54,inf,8.74
57,359.54,inf,8.74
58,371.56,inf,8.74
59,371.56,inf,8.74
60,371.56,inf,8.74
