0,43.02,inf,1.26
1,54.84,inf,1.26
2,43.87,inf,1.26
3,43.87,inf,1.26
4,43.87,inf,1.26
5,54.84,inf,1.26
6,43.02,inf,1.26
7,42.18,inf,1.26
8,42.18,inf,1.26
9,29.51,inf,1.26
10,29.51,inf,1.26
11,42.18,inf,1.26
12,35.43,inf,1.26
13,39.65,inf,1.26
14,40.49,inf,1.26
15,32.89,inf,1.26
16,32.05,inf,1.26
17,40.49,inf,1.26
18,32.89,inf,1.26
19,29.52,inf,1.26
20,44.71,inf,1.26
21,31.20,inf,1.26
22,41.34,inf,1.26
23,38.80,inf,1.26
24,35.43,inf,1.26
25,29.52,inf,1.26
26,42.18,inf,1.26
27,29.51,inf,1.26
28,31.20,inf,1.26
29,42.18,inf,1.26
30,30.36,inf,1.26
31,42.18,inf,1.26
32,29.52,inf,1.26
33,42.18,inf,1.26
34,29.51,inf,1.26
35,37.11,inf,1.26
36,39.65,inf,1.26
37,29.51,inf,1.26
38,37.11,inf,1.26
39,37.96,inf,1.26
40,42.18,inf,1.26
41,29.51,inf,1.26
42,42.18,inf,1.26
43,33.74,inf,1.26
44,41.34,inf,1.26
45,38.80,inf,1.26
46,35.43,inf,1.26
47,44.71,inf,1.26
48,29.52,inf,1.26
49,29.52,inf,1.26
50,42.18,inf,1.26
51,30.36,inf,1.26
52,29.52,inf,1.26
53,39.65,inf,1.26
54,32.89,inf,1.26
55,29.52,inf,1.26
56,40.49,inf,1.26
57,34.58,inf,1.26
58,29.52,inf,1.26
