0,172.61
1,147.91
2,172.61
3,147.91
4,172.61
5,147.91
6,172.61
7,147.91
8,172.61
9,147.91
10,172.61
11,147.91
12,172.61
13,147.91
14,164.38
15,147.91
16,156.14
17,147.91
18,147.91
19,147.91
20,147.91
21,147.91
22,147.91
23,147.91
24,147.91
25,147.91
26,147.91
27,147.91
28,147.91
29,147.91
30,147.91
31,147.91
32,147.91
33,147.91
34,147.91
35,147.91
36,147.91
37,147.91
38,147.91
39,147.91
40,147.91
41,147.91
42,147.91
43,147.91
44,147.91
45,147.91
46,147.91
47,147.91
48,147.91
49,147.91
50,147.91
51,147.91
52,147.91
53,147.91
54,147.91
55,147.91
56,147.91
57,147.91
58,147.91
59,147.91
60,147.91
61,147.91
62,147.91
63,147.91
64,147.91
65,147.91
66,147.91
67,147.91
68,147.91
69,147.91
70,147.91
71,147.91
72,147.91
73,147.91
74,147.91
75,147.91
76,147.91
77,147.91
78,147.91
79,147.91
80,147.91
81,147.91
82,147.91
83,147.91
84,147.91
85,147.91
86,147.91
87,147.91
88,147.91
89,147.91
90,147.91
91,147.91
92,147.91
93,147.91
94,147.91
95,147.91
96,147.91
97,147.91
98,180.84
99,271.42
100,271.42
101,147.91
102,147.91
103,147.91
104,147.91
105,147.91
106,180.84
107,271.42
108,271.42
109,147.91
