0,45.72
1,45.72
2,63.97
3,63.97
4,63.97
5,63.97
6,63.97
7,63.97
8,68.84
9,82.22
10,82.22
11,74.92
12,63.97
13,63.97
14,63.97
15,78.57
16,82.22
17,82.22
18,63.97
19,63.97
20,63.97
21,63.97
22,82.22
23,82.22
24,82.22
25,63.97
26,63.97
27,63.97
28,74.92
29,82.22
30,82.22
31,67.62
32,63.97
33,63.97
34,63.97
35,82.22
36,82.22
37,82.22
38,63.97
39,45.72
40,45.72
41,45.72
42,45.72
43,81.01
44,82.22
45,71.27
46,63.97
47,63.97
48,63.97
49,63.97
50,77.36
51,82.22
52,82.22
53,63.97
54,63.97
55,63.97
56,63.97
57,82.22
58,82.22
59,82.22
60,63.97
61,63.97
62,63.97
63,66.40
64,82.22
65,82.22
66,73.70
67,63.97
68,63.97
69,63.97
70,78.57
71,82.22
72,82.22
73,63.97
74,63.97
75,63.97
76,63.97
77,72.49
78,70.05
79,63.97
80,45.72
81,45.72
82,45.72
83,45.72
84,45.72
85,45.72
86,45.72
87,45.72
88,57.89
89,63.97
90,54.24
91,45.72
92,45.72
93,45.72
94,45.72
95,45.72
96,45.72
97,45.72
98,61.54
99,63.97
100,71.27
101,63.97
102,63.97
103,63.97
104,63.97
105,63.97
106,82.22
107,82.22
108,81.01
109,63.97
110,63.97
111,63.97
112,63.97
