0,30.75,inf,1.03
1,33.99,inf,1.03
2,33.99,inf,1.03
3,33.99,inf,1.03
4,30.73,inf,1.03
5,32.39,inf,1.03
6,32.39,inf,1.03
7,32.39,inf,1.03
8,30.73,inf,1.03
9,32.90,inf,1.03
10,33.99,inf,1.03
11,33.99,inf,1.03
12,33.99,inf,1.03
13,30.75,inf,1.03
14,30.73,inf,1.03
15,30.73,inf,1.03
16,30.73,inf,1.03
17,33.99,inf,1.03
18,33.99,inf,1.03
19,33.99,inf,1.03
20,33.99,inf,1.03
21,33.99,inf,1.03
22,33.99,inf,1.03
23,33.99,inf,1.03
24,37.25,inf,1.03
25,37.25,inf,1.03
26,33.99,inf,1.03
27,33.99,inf,1.03
28,30.73,inf,1.03
29,30.73,inf,1.03
30,30.73,inf,1.03
31,33.99,inf,1.03
32,33.99,inf,1.03
33,33.99,inf,1.03
34,33.99,inf,1.03
35,33.99,inf,1.03
36,33.99,inf,1.03
37,33.99,inf,1.03
38,33.99,inf,1.03
39,30.73,inf,1.03
40,30.73,inf,1.03
41,33.99,inf,1.03
42,33.99,inf,1.03
43,37.25,inf,1.03
44,37.25,inf,1.03
45,36.60,inf,1.03
46,33.99,inf,1.03
47,33.99,inf,1.03
48,33.99,inf,1.03
49,33.99,inf,1.03
50,33.99,inf,1.03
51,33.99,inf,1.03
52,33.99,inf,1.03
53,31.60,inf,1.03
54,30.73,inf,1.03
55,32.06,inf,1.03
56,33.99,inf,1.03
57,33.99,inf,1.03
58,37.25,inf,1.03
59,33.99,inf,1.03
60,33.99,inf,1.03
61,33.99,inf,1.03
62,33.99,inf,1.03
63,33.99,inf,1.03
64,33.99,inf,1.03
65,33.99,inf,1.03
66,33.99,inf,1.03
67,33.99,inf,1.03
68,30.73,inf,1.03
69,30.75,inf,1.03
70,30.75,inf,1.03
71,30.75,inf,1.03
72,33.77,inf,1.03
73,37.25,inf,1.03
74,37.25,inf,1.03
75,37.25,inf,1.03
76,37.25,inf,1.03
77,36.17,inf,1.03
78,33.99,inf,1.03
79,33.99,inf,1.03
80,33.99,inf,1.03
81,33.99,inf,1.03
82,33.99,inf,1.03
83,33.99,inf,1.03
84,33.99,inf,1.03
