0,79.87
1,79.87
2,79.87
3,68.51
4,79.06
5,79.87
6,79.87
7,71.76
8,72.57
9,79.87
10,79.87
11,75.00
12,69.32
13,79.87
14,79.87
15,79.87
16,64.46
17,79.87
18,79.87
19,79.87
20,67.70
21,76.62
22,79.87
23,79.87
24,70.13
25,69.32
26,79.87
27,79.87
28,66.08
29,58.78
30,67.70
31,67.70
32,54.72
33,67.70
34,79.06
35,75.81
36,74.19
37,79.87
38,79.87
39,79.87
40,75.81
41,79.06
42,79.87
43,79.87
44,75.00
45,78.25
46,79.87
47,79.87
48,71.76
49,77.43
50,79.87
51,79.87
52,69.32
53,75.00
54,79.87
55,79.87
56,75.00
57,75.00
58,79.87
59,79.87
60,79.87
61,75.81
62,79.87
63,79.87
64,79.87
65,75.81
66,77.43
67,79.87
68,79.87
69,71.76
70,75.00
71,79.87
72,79.87
73,69.32
74,70.95
75,79.87
76,79.87
77,76.62
78,75.00
79,79.87
80,79.87
